time,longitude,latitude,FireMask,LST_Day_1km,LST_Night_1km,Emis_31,Emis_32,sur_refl_b01,sur_refl_b02,sur_refl_b03,sur_refl_b04,sur_refl_b05,sur_refl_b06,sur_refl_b07,soil_temperature_level_1,soil_temperature_level_2,soil_temperature_level_3,volumetric_soil_water_layer_1,volumetric_soil_water_layer_2,volumetric_soil_water_layer_3,u_component_of_wind_10m,v_component_of_wind_10m,region
1637798400000,-123.1949580641512,39.20697057539652,4.0,14277.5,13819.0,247.0,245.5,641.0,1819.0,375.0,663.5,1888.5,1515.0,819.5,282.29307238260907,282.7980486551921,285.3557898203532,0.3402792612711589,0.35094769795735675,0.3466377258300781,-0.815101703008016,-0.5095148881276449,1
1637884800000,-123.1949580641512,39.20697057539652,5.0,14392.0,,248.0,247.5,703.5,2005.5,390.5,739.5,2202.0,1755.5,1013.5,282.5742079416911,283.0637683868408,285.2265027364095,0.33631451924641925,0.3470923105875651,0.3459796905517578,-0.4995635350545247,-0.6730715831120809,1
1637971200000,-123.1949580641512,39.20697057539652,4.0,14569.5,,248.0,247.5,537.0,1784.0,291.5,573.0,1900.5,1514.5,789.0,284.0507589975993,283.8062229156494,285.180451075236,0.3329734802246094,0.3436654408772786,0.3453070322672526,0.020102620124816895,-0.9150644938151041,1
1638057600000,-123.1949580641512,39.20697057539652,4.0,14517.0,14132.0,248.0,246.0,750.5,2312.5,407.5,795.5,2477.0,1940.5,1034.0,285.06244532267254,284.80162048339844,285.28154881795246,0.3303845723470052,0.3407001495361328,0.34466107686360675,-0.4845251639684041,-0.6391254266103109,1
1638144000000,-123.1949580641512,39.20697057539652,4.0,14525.5,14141.0,249.0,248.0,555.5,1774.5,308.0,570.5,1899.5,1502.5,830.0,284.8476899464925,285.0623156229655,285.45019658406574,0.3277842203776042,0.33793385823567706,0.3440043131510417,-0.48311511675516766,-0.6860117117563883,1
1638230400000,-123.1949580641512,39.20697057539652,5.0,14393.0,,245.0,246.0,1023.5,2541.5,304.5,922.0,2676.0,1976.0,1044.5,284.3317419687907,284.7182757059733,285.56300417582196,0.3250573476155599,0.33516820271809894,0.343295415242513,-0.7230472167332967,-0.761993924776713,1
1638316800000,-123.1949580641512,39.20697057539652,4.0,14488.0,14036.5,247.5,247.5,603.0,1869.5,361.0,615.0,2022.5,1620.5,879.5,285.2009805043538,285.04458554585773,285.6396147410075,0.3214588165283203,0.3320973714192708,0.3424752553304036,-0.9734045664469401,-0.6725536982218424,1
1638403200000,-123.1949580641512,39.20697057539652,4.0,14511.0,13941.0,246.0,243.5,602.0,1681.0,335.0,672.0,1829.0,1415.5,743.5,285.6944332122803,285.60913467407227,285.7752793629964,0.31792259216308594,0.3290640513102214,0.34163157145182294,-0.9152698516845703,-0.47774672508239746,1
1638489600000,-123.1949580641512,39.20697057539652,3.0,14404.5,13852.0,249.0,247.5,650.5,1971.5,378.5,686.5,2132.5,1634.5,865.0,284.60901769002277,285.224999109904,285.89782905578613,0.3147900899251302,0.326199213663737,0.3407885233561198,-0.6538435618082682,-0.3901938597361247,1
1638576000000,-123.1949580641512,39.20697057539652,4.0,14321.5,,248.0,247.0,573.5,1853.5,369.0,622.5,1920.0,1460.0,777.5,284.3963451385498,284.87355931599933,285.92274475097656,0.31272315979003906,0.32379404703776044,0.34002113342285156,0.009684880574544271,-0.4424670934677124,1
1638662400000,-123.1949580641512,39.20697057539652,4.0,14146.0,13906.5,248.5,248.0,983.0,2351.0,613.5,1001.5,2498.5,1919.5,1090.0,283.17488352457684,284.11507479349774,285.88041496276855,0.3109455108642578,0.3216896057128906,0.3392842610677083,0.28405189514160156,-1.2002164522806804,1
1638748800000,-123.1949580641512,39.20697057539652,3.5,,,,,8516.5,8229.0,8853.0,8572.0,6686.0,3360.5,2074.0,282.5349349975586,283.77073860168457,285.76009941101074,0.3090070088704427,0.3195343017578125,0.33850669860839844,-0.02465375264485677,-1.0658786296844482,1
